season,city,date,team1,team2,winner,win_by_runs,win_by_wickets,player_of_match,venue
2011,Hyderabad,16-04-2011,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,0,8,PC Valthaty,"Rajiv Gandhi International Stadium, Uppal"
2011,Chennai,16-04-2011,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,21,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
2011,Jaipur,15-04-2011,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,0,9,G Gambhir,Sawai Mansingh Stadium
2011,Mumbai,15-04-2011,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,0,8,BB McCullum,Wankhede Stadium
2011,Hyderabad,14-04-2011,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,33,0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal"
2011,Chandigarh,13-04-2011,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,0,6,PC Valthaty,"Punjab Cricket Association Stadium, Mohali"
2011,Mumbai,13-04-2011,Pune Warriors,Kochi Tuskers Kerala,Pune Warriors,0,4,MD Mishra,Dr DY Patil Sports Academy
2011,Bangalore,12-04-2011,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0,9,SR Tendulkar,M Chinnaswamy Stadium
2011,Jaipur,12-04-2011,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,0,6,SK Warne,Sawai Mansingh Stadium
2011,Kolkata,11-04-2011,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,9,0,JH Kallis,Eden Gardens
2011,Delhi,10-04-2011,Delhi Daredevils,Mumbai Indians,Mumbai Indians,0,8,SL Malinga,Feroz Shah Kotla
2011,Mumbai,10-04-2011,Pune Warriors,Kings XI Punjab,Pune Warriors,0,7,SB Wagh,Dr DY Patil Sports Academy
2011,Kochi,09-04-2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,Royal Challengers Bangalore,0,6,AB de Villiers,Nehru Stadium
2011,Hyderabad,09-04-2011,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,0,8,SK Trivedi,"Rajiv Gandhi International Stadium, Uppal"
2011,Chennai,08-04-2011,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,2,0,S Anirudha,"MA Chidambaram Stadium, Chepauk"
2009/10,Mumbai,25-04-2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,22,0,SK Raina,Dr DY Patil Sports Academy
2009/10,Mumbai,24-04-2010,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,0,9,A Kumble,Dr DY Patil Sports Academy
2009/10,Mumbai,22-04-2010,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,38,0,DE Bollinger,Dr DY Patil Sports Academy
2009/10,Mumbai,21-04-2010,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,35,0,KA Pollard,Dr DY Patil Sports Academy
2009/10,Kolkata,19-04-2010,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,0,9,M Kartik,Eden Gardens
2009/10,Dharamsala,18-04-2010,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,0,6,MS Dhoni,Himachal Pradesh Cricket Association Stadium
2009/10,Delhi,18-04-2010,Delhi Daredevils,Deccan Chargers,Deccan Chargers,11,0,A Symonds,Feroz Shah Kotla
2009/10,Bangalore,17-04-2010,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,57,0,R McLaren,M Chinnaswamy Stadium
2009/10,Kolkata,17-04-2010,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,0,8,JD Unadkat,Eden Gardens
2009/10,Dharamsala,16-04-2010,Kings XI Punjab,Deccan Chargers,Deccan Chargers,0,5,RG Sharma,Himachal Pradesh Cricket Association Stadium
2009/10,Chennai,15-04-2010,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,0,6,G Gambhir,"MA Chidambaram Stadium, Chepauk"
2009/10,Jaipur,14-04-2010,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,0,5,KP Pietersen,Sawai Mansingh Stadium
2009/10,Mumbai,13-04-2010,Mumbai Indians,Delhi Daredevils,Mumbai Indians,39,0,KA Pollard,Brabourne Stadium
2009/10,Chennai,13-04-2010,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,0,9,R Ashwin,"MA Chidambaram Stadium, Chepauk"
2009/10,Nagpur,12-04-2010,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,13,0,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha"
2009/10,Jaipur,11-04-2010,Rajasthan Royals,Mumbai Indians,Mumbai Indians,37,0,SR Tendulkar,Sawai Mansingh Stadium
2009/10,Delhi,11-04-2010,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,0,7,PP Chawla,Feroz Shah Kotla
2009/10,Bangalore,10-04-2010,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,0,7,R Vinay Kumar,M Chinnaswamy Stadium
2009/10,Nagpur,10-04-2010,Deccan Chargers,Chennai Super Kings,Deccan Chargers,0,6,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha"
2009/10,Chandigarh,09-04-2010,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,0,6,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali"
2009/10,Bangalore,08-04-2010,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,0,7,TL Suman,M Chinnaswamy Stadium
2009/10,Jaipur,07-04-2010,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,0,9,MJ Lumb,Sawai Mansingh Stadium
2009/10,Kolkata,07-04-2010,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,14,0,SC Ganguly,Eden Gardens
2009/10,Chennai,06-04-2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk"
2009/10,Nagpur,05-04-2010,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,2,0,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha"
2009/10,Kolkata,04-04-2010,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,0,8,DPMD Jayawardene,Eden Gardens
2009/10,Delhi,04-04-2010,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,37,0,PD Collingwood,Feroz Shah Kotla
2009/10,Chennai,03-04-2010,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,23,0,M Vijay,"MA Chidambaram Stadium, Chepauk"
2009/10,Mumbai,03-04-2010,Mumbai Indians,Deccan Chargers,Mumbai Indians,63,0,AT Rayudu,Brabourne Stadium
2009/10,Chandigarh,02-04-2010,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,0,6,KP Pietersen,"Punjab Cricket Association Stadium, Mohali"
2009/10,Kolkata,01-04-2010,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,24,0,SC Ganguly,Eden Gardens
2009/10,Delhi,31-03-2010,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,67,0,KD Karthik,Feroz Shah Kotla
2009/10,Chennai,31-03-2010,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,0,5,M Vijay,"MA Chidambaram Stadium, Chepauk"
2009/10,Mumbai,30-03-2010,Mumbai Indians,Kings XI Punjab,Mumbai Indians,0,4,SL Malinga,Brabourne Stadium
2009/10,Delhi,29-03-2010,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,40,0,DA Warner,Feroz Shah Kotla
2009/10,Mumbai,28-03-2010,Deccan Chargers,Mumbai Indians,Mumbai Indians,41,0,Harbhajan Singh,Dr DY Patil Sports Academy
2009/10,Ahmedabad,28-03-2010,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,17,0,NV Ojha,"Sardar Patel Stadium, Motera"
2009/10,Chandigarh,27-03-2010,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,39,0,MK Tiwary,"Punjab Cricket Association Stadium, Mohali"
2009/10,Ahmedabad,26-03-2010,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,0,8,YK Pathan,"Sardar Patel Stadium, Motera"
2009/10,Bangalore,25-03-2010,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,17,0,KM Jadhav,M Chinnaswamy Stadium
2009/10,Mumbai,25-03-2010,Chennai Super Kings,Mumbai Indians,Mumbai Indians,0,5,SR Tendulkar,"Brabourne Stadium, Mumbai"
2009/10,Chandigarh,24-03-2010,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,31,0,AC Voges,"Punjab Cricket Association Stadium, Mohali"
2009/10,Bangalore,23-03-2010,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,36,0,RV Uthappa,M Chinnaswamy Stadium
2009/10,Mumbai,22-03-2010,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,0,7,SR Tendulkar,Brabourne Stadium
2009/10,Chennai,21-03-2010,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,0,0,J Theron,"MA Chidambaram Stadium, Chepauk"
2009/10,Cuttack,21-03-2010,Deccan Chargers,Delhi Daredevils,Deccan Chargers,10,0,A Symonds,Barabati Stadium
2009/10,Mumbai,20-03-2010,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,0,7,JH Kallis,Brabourne Stadium
2009/10,Ahmedabad,20-03-2010,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,34,0,AA Jhunjhunwala,"Sardar Patel Stadium, Motera"
2009/10,Cuttack,19-03-2010,Deccan Chargers,Kings XI Punjab,Deccan Chargers,6,0,A Symonds,Barabati Stadium
2009/10,Delhi,19-03-2010,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,0,5,ML Hayden,Feroz Shah Kotla
2009/10,Bangalore,18-03-2010,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,0,10,JH Kallis,M Chinnaswamy Stadium
2009/10,Delhi,17-03-2010,Delhi Daredevils,Mumbai Indians,Mumbai Indians,98,0,SR Tendulkar,Feroz Shah Kotla
2009/10,Bangalore,16-03-2010,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,0,8,JH Kallis,M Chinnaswamy Stadium
2009/10,Kolkata,16-03-2010,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,55,0,MS Dhoni,Eden Gardens
2009/10,Ahmedabad,15-03-2010,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,0,6,V Sehwag,"Sardar Patel Stadium, Motera"
2009/10,Chennai,14-03-2010,Chennai Super Kings,Deccan Chargers,Deccan Chargers,31,0,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk"
2009/10,Kolkata,14-03-2010,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,0,7,MK Tiwary,Eden Gardens
2009/10,Chandigarh,13-03-2010,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,0,5,G Gambhir,"Punjab Cricket Association Stadium, Mohali"
2009/10,Mumbai,13-03-2010,Mumbai Indians,Rajasthan Royals,Mumbai Indians,4,0,YK Pathan,Brabourne Stadium
2009/10,Mumbai,12-03-2010,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,11,0,AD Mathews,Dr DY Patil Sports Academy
2009,Johannesburg,24-05-2009,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,6,0,A Kumble,New Wanderers Stadium
2009,Johannesburg,23-05-2009,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,0,6,MK Pandey,New Wanderers Stadium
2009,Centurion,22-05-2009,Delhi Daredevils,Deccan Chargers,Deccan Chargers,0,6,AC Gilchrist,SuperSport Park
2009,Centurion,21-05-2009,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,0,4,V Sehwag,SuperSport Park
2009,Centurion,21-05-2009,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,12,0,MK Pandey,SuperSport Park
2009,Durban,20-05-2009,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,24,0,M Muralitharan,Kingsmead
2009,Durban,20-05-2009,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,0,4,LR Shukla,Kingsmead
2009,Johannesburg,19-05-2009,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,0,7,JH Kallis,New Wanderers Stadium
2009,Centurion,18-05-2009,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,0,7,BJ Hodge,SuperSport Park
2009,Johannesburg,17-05-2009,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,1,0,Yuvraj Singh,New Wanderers Stadium
2009,Bloemfontein,17-05-2009,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,14,0,AB de Villiers,OUTsurance Oval
2009,Port Elizabeth,16-05-2009,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,0,7,ML Hayden,St George's Park
2009,Johannesburg,16-05-2009,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,0,6,RG Sharma,New Wanderers Stadium
2009,Bloemfontein,15-05-2009,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,0,6,B Lee,OUTsurance Oval
2009,Durban,14-05-2009,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,0,2,LRPL Taylor,Kingsmead
2009,Durban,14-05-2009,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,2,0,SK Warne,Kingsmead
2009,Durban,13-05-2009,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,12,0,R Bhatia,Kingsmead
2009,Centurion,12-05-2009,Kings XI Punjab,Mumbai Indians,Mumbai Indians,0,8,Harbhajan Singh,SuperSport Park
2009,Centurion,12-05-2009,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,0,6,LRPL Taylor,SuperSport Park
2009,Kimberley,11-05-2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers,53,0,DR Smith,De Beers Diamond Oval
2009,Port Elizabeth,10-05-2009,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,16,0,JP Duminy,St George's Park
2009,Johannesburg,10-05-2009,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,0,7,A Mishra,New Wanderers Stadium
2009,Kimberley,09-05-2009,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,0,3,DPMD Jayawardene,De Beers Diamond Oval
2009,Kimberley,09-05-2009,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,0,7,S Badrinath,De Beers Diamond Oval
2009,East London,08-05-2009,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,0,7,A Nehra,Buffalo Park
2009,Centurion,07-05-2009,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,12,0,ML Hayden,SuperSport Park
2009,Centurion,07-05-2009,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,0,7,A Singh,SuperSport Park
2009,Centurion,06-05-2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,19,0,RG Sharma,SuperSport Park
2009,Durban,05-05-2009,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,78,0,GC Smith,Kingsmead
2009,Durban,05-05-2009,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,0,9,G Gambhir,Kingsmead
2009,East London,04-05-2009,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,78,0,MS Dhoni,Buffalo Park
2009,Johannesburg,03-05-2009,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,0,9,JH Kallis,New Wanderers Stadium
2009,Port Elizabeth,03-05-2009,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,0,6,DPMD Jayawardene,St George's Park
2009,Johannesburg,02-05-2009,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,18,0,SB Jakati,New Wanderers Stadium
2009,Port Elizabeth,02-05-2009,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,0,3,YK Pathan,St George's Park
2009,Durban,01-05-2009,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,8,0,Yuvraj Singh,Kingsmead
2009,East London,01-05-2009,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,9,0,JP Duminy,Buffalo Park
2009,Centurion,30-04-2009,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,0,6,DP Nannes,SuperSport Park
2009,Centurion,30-04-2009,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,38,0,SK Raina,SuperSport Park
2009,Durban,29-04-2009,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,0,5,MV Boucher,Kingsmead
2009,Durban,29-04-2009,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,3,0,KC Sangakkara,Kingsmead
2009,Centurion,28-04-2009,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,0,5,YK Pathan,SuperSport Park
2009,Durban,27-04-2009,Chennai Super Kings,Deccan Chargers,Deccan Chargers,0,6,HH Gibbs,Kingsmead
2009,Port Elizabeth,27-04-2009,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,92,0,SR Tendulkar,St George's Park
2009,Port Elizabeth,26-04-2009,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,0,6,TM Dilshan,St George's Park
2009,Cape Town,26-04-2009,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,27,0,KC Sangakkara,Newlands
2009,Durban,25-04-2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,12,0,PP Ojha,Kingsmead
2009,Durban,24-04-2009,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,0,7,RS Bopara,Kingsmead
2009,Durban,23-04-2009,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,9,0,AB de Villiers,Kingsmead
2009,Cape Town,23-04-2009,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,0,0,YK Pathan,Newlands
2009,Cape Town,22-04-2009,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,24,0,AC Gilchrist,Newlands
2009,Durban,21-04-2009,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,11,0,CH Gayle,Kingsmead
2009,Port Elizabeth,20-04-2009,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,92,0,M Muralitharan,St George's Park
2009,Cape Town,19-04-2009,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,0,10,DL Vettori,Newlands
2009,Cape Town,19-04-2009,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,0,8,RP Singh,Newlands
2009,Cape Town,18-04-2009,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,75,0,R Dravid,Newlands
2009,Cape Town,18-04-2009,Chennai Super Kings,Mumbai Indians,Mumbai Indians,19,0,SR Tendulkar,Newlands
2007/08,Mumbai,01-06-2008,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,0,3,YK Pathan,Dr DY Patil Sports Academy
2007/08,Mumbai,31-05-2008,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,0,9,M Ntini,Wankhede Stadium
2007/08,Mumbai,30-05-2008,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,105,0,SR Watson,Wankhede Stadium
2007/08,Chandigarh,28-05-2008,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,41,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali"
2007/08,Bangalore,28-05-2008,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0,9,CRD Fernando,M Chinnaswamy Stadium
2007/08,Hyderabad,27-05-2008,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,0,7,SK Raina,"Rajiv Gandhi International Stadium, Uppal"
2007/08,Jaipur,26-05-2008,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,0,5,Sohail Tanvir,Sawai Mansingh Stadium
2007/08,Kolkata,25-05-2008,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,0,3,Umar Gul,Eden Gardens
2007/08,Hyderabad,25-05-2008,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,0,5,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal"
2007/08,Chennai,24-05-2008,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,10,0,JA Morkel,"MA Chidambaram Stadium, Chepauk"
2007/08,Delhi,24-05-2008,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,0,5,KD Karthik,Feroz Shah Kotla
2007/08,Chandigarh,23-05-2008,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,0,6,SE Marsh,"Punjab Cricket Association Stadium, Mohali"
2007/08,Mumbai,21-05-2008,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,1,0,SE Marsh,Wankhede Stadium
2007/08,Chennai,21-05-2008,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,14,0,A Kumble,"MA Chidambaram Stadium, Chepauk"
2007/08,Kolkata,20-05-2008,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,0,6,YK Pathan,Eden Gardens
2007/08,Bangalore,19-05-2008,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,0,5,SP Goswami,M Chinnaswamy Stadium
2007/08,Hyderabad,18-05-2008,Deccan Chargers,Mumbai Indians,Mumbai Indians,25,0,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal"
2007/08,Kolkata,18-05-2008,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,3,0,M Ntini,Eden Gardens
2007/08,Jaipur,17-05-2008,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,65,0,GC Smith,Sawai Mansingh Stadium
2007/08,Delhi,17-05-2008,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,6,0,DPMD Jayawardene,Feroz Shah Kotla
2007/08,Mumbai,16-05-2008,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,0,8,SM Pollock,Wankhede Stadium
2007/08,Delhi,15-05-2008,Delhi Daredevils,Deccan Chargers,Delhi Daredevils,12,0,A Mishra,Feroz Shah Kotla
2007/08,Mumbai,14-05-2008,Mumbai Indians,Chennai Super Kings,Mumbai Indians,0,9,ST Jayasuriya,Wankhede Stadium
2007/08,Kolkata,13-05-2008,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,23,0,Shoaib Akhtar,Eden Gardens
2007/08,Chandigarh,12-05-2008,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,0,9,SE Marsh,"Punjab Cricket Association Stadium, Mohali"
2007/08,Hyderabad,11-05-2008,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,23,0,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal"
2007/08,Jaipur,11-05-2008,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,0,3,SR Watson,Sawai Mansingh Stadium
2007/08,Chennai,10-05-2008,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,18,0,L Balaji,"MA Chidambaram Stadium, Chepauk"
2007/08,Jaipur,09-05-2008,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,0,8,YK Pathan,Sawai Mansingh Stadium
2007/08,Kolkata,08-05-2008,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,5,0,SC Ganguly,Eden Gardens
2007/08,Delhi,08-05-2008,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,0,4,MS Dhoni,Feroz Shah Kotla
2007/08,Mumbai,07-05-2008,Mumbai Indians,Rajasthan Royals,Mumbai Indians,0,7,A Nehra,Dr DY Patil Sports Academy
2007/08,Chennai,06-05-2008,Chennai Super Kings,Deccan Chargers,Deccan Chargers,0,7,AC Gilchrist,"MA Chidambaram Stadium, Chepauk"
2007/08,Bangalore,05-05-2008,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,0,6,S Sreesanth,M Chinnaswamy Stadium
2007/08,Mumbai,04-05-2008,Mumbai Indians,Delhi Daredevils,Mumbai Indians,29,0,SM Pollock,Dr DY Patil Sports Academy
2007/08,Jaipur,04-05-2008,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,0,8,Sohail Tanvir,Sawai Mansingh Stadium
2007/08,Chandigarh,03-05-2008,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,9,0,IK Pathan,"Punjab Cricket Association Stadium, Mohali"
2007/08,Bangalore,03-05-2008,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,3,0,P Kumar,M Chinnaswamy Stadium
2007/08,Chennai,02-05-2008,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,0,8,V Sehwag,"MA Chidambaram Stadium, Chepauk"
2007/08,Hyderabad,01-05-2008,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,0,7,SE Marsh,"Rajiv Gandhi International Stadium, Uppal"
2007/08,Jaipur,01-05-2008,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,45,0,SA Asnodkar,Sawai Mansingh Stadium
2007/08,Delhi,30-04-2008,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,10,0,GD McGrath,Feroz Shah Kotla
2007/08,Kolkata,29-04-2008,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0,7,ST Jayasuriya,Eden Gardens
2007/08,Bangalore,28-04-2008,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,13,0,MS Dhoni,M Chinnaswamy Stadium
2007/08,Mumbai,27-04-2008,Mumbai Indians,Deccan Chargers,Deccan Chargers,0,10,AC Gilchrist,Dr DY Patil Sports Academy
2007/08,Chandigarh,27-04-2008,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,0,4,SM Katich,"Punjab Cricket Association Stadium, Mohali"
2007/08,Bangalore,26-04-2008,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,0,7,SR Watson,M Chinnaswamy Stadium
2007/08,Chennai,26-04-2008,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,0,9,JDP Oram,"MA Chidambaram Stadium, Chepauk"
2007/08,Chandigarh,25-04-2008,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,66,0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali"
2007/08,Hyderabad,24-04-2008,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,0,3,YK Pathan,"Rajiv Gandhi International Stadium, Uppal"
2007/08,Chennai,23-04-2008,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,6,0,ML Hayden,"MA Chidambaram Stadium, Chepauk"
2007/08,Hyderabad,22-04-2008,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,0,9,V Sehwag,"Rajiv Gandhi International Stadium, Uppal"
2007/08,Jaipur,21-04-2008,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,0,6,SR Watson,Sawai Mansingh Stadium
2007/08,Kolkata,20-04-2008,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,0,5,DJ Hussey,Eden Gardens
2007/08,Mumbai,20-04-2008,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,0,5,MV Boucher,Wankhede Stadium
2007/08,Delhi,19-04-2008,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,0,9,MF Maharoof,Feroz Shah Kotla
2007/08,Chandigarh,19-04-2008,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,33,0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali"
2007/08,Bangalore,18-04-2008,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,140,0,BB McCullum,M Chinnaswamy Stadium
